variable,level,metric,n,median,iqr,p5,p95,min,max
azimuth_deg,90.0,interference_ratio,75,0.5970269952361349,0.6130835594355442,0.05171428576245127,1.6598235801742283,-0.10277666724498186,2.2828630076926144
rpm_lower,600.0,PLnorm,105,1.398205060852815,0.1325823394180614,1.2193932210215006,1.5551912290285523,1.0720185375901132,1.5932431536370268
rpm_lower,600.0,fom_total,105,0.4028,0.1013,0.29974,0.9085399999999999,0.2493,1.0122
rpm_lower,600.0,thrust_total_N,105,15.8002,4.157500000000001,11.75132,69.44836000000001,9.6661,80.6036
rpm_lower,600.0,thrust_upper_N,105,13.37,0.9329000000000001,12.56036,38.78966,10.1165,41.323
rpm_lower,600.0,thrust_lower_N,105,2.6129,3.8146999999999998,-1.1583199999999998,32.56278,-2.4942,45.3292
rpm_lower,600.0,power_total_W,105,113.66,19.72,99.294,453.622,71.56,524.83
rpm_lower,600.0,CT_total,105,0.1289812244897959,0.03393877551020409,0.09592914285714285,0.5669253877551019,0.0789069387755102,0.6579885714285714
rpm_lower,600.0,CP_total,105,0.09278367346938775,0.016097959183673474,0.08105632653061225,0.37030367346938775,0.058416326530612246,0.4284326530612245
rpm_lower,600.0,interference_ratio,105,0.20810424986013853,0.26604730771822954,-0.09027290124345877,0.9010704006840531,-0.19329639245166041,1.376068194444023
rpm_lower,750.0,PLnorm,105,1.7279706384655806,0.12087478707071053,1.5455282028846744,1.9388055450676764,1.2756237825804657,1.9668821952373445
rpm_lower,750.0,fom_total,105,0.4415,0.12720000000000004,0.32934,0.92212,0.244,1.0045
rpm_lower,750.0,thrust_total_N,105,19.3018,6.297499999999999,13.53248,84.78476,11.002,97.3628
rpm_lower,750.0,thrust_upper_N,105,13.3761,1.238999999999999,12.551120000000001,46.77128,9.9723,49.2034
rpm_lower,750.0,thrust_lower_N,105,6.0384,5.641900000000001,1.2517000000000003,40.06402,-1.6642,55.4898
rpm_lower,750.0,power_total_W,105,138.08,33.639999999999986,112.356,605.098,81.32,713.17
rpm_lower,750.0,CT_total,105,0.10084205714285714,0.03290122448979592,0.07070030367346938,0.44295711346938776,0.05747983673469388,0.5086709551020407
rpm_lower,750.0,CP_total,105,0.05771180408163266,0.014060146938775504,0.046960222040816325,0.252906266122449,0.03398844081632653,0.2980759510204081
rpm_lower,750.0,interference_ratio,105,0.44613045944412927,0.30901214200081506,0.11158644360449999,0.915841746465688,-0.13138905117556962,1.3931064955801535
rpm_lower,900.0,PLnorm,105,1.9717624932831812,0.19407235767288689,1.7730871500684544,2.2912067505882994,1.4736298680904523,2.403471856917412
rpm_lower,900.0,fom_total,105,0.4795,0.14450000000000002,0.34946,0.9337,0.2505,0.9964
rpm_lower,900.0,thrust_total_N,105,24.0282,8.0915,15.849860000000001,101.30164,12.5121,115.5501
rpm_lower,900.0,thrust_upper_N,105,13.4236,1.4626000000000001,11.622760000000001,55.21076,9.8393,57.8299
rpm_lower,900.0,thrust_lower_N,105,10.3961,7.6599,3.4985800000000005,48.1117,-0.0042,66.1456
rpm_lower,900.0,power_total_W,105,175.82,54.94999999999999,130.846,787.7959999999999,96.56,937.58
rpm_lower,900.0,CT_total,105,0.08717714285714286,0.029356916099773256,0.05750516099773243,0.3675342947845805,0.04539537414965986,0.41922938775510205
rpm_lower,900.0,CP_total,105,0.04252637944066515,0.013291005291005291,0.03164831443688587,0.19054778533635675,0.023355404383975813,0.22677671957671958
rpm_lower,900.0,interference_ratio,105,0.7208825158567316,0.41133759088933186,0.29340345937403367,1.1751332858110524,-0.00033556242659571917,1.4047439543146454
rpm_lower,1050.0,PLnorm,105,2.1485874185321627,0.22930042258828776,1.9101078128677762,2.526198813406671,1.573159677419355,2.732636803257827
rpm_lower,1050.0,fom_total,105,0.5033,0.1652,0.36736,0.9460399999999999,0.2419,1.0003
rpm_lower,1050.0,thrust_total_N,105,29.2234,10.629199999999997,18.80634,118.64786,13.9337,135.2642
rpm_lower,1050.0,thrust_upper_N,105,13.29,1.9539000000000009,11.05762,64.38857999999999,9.5121,67.2612
rpm_lower,1050.0,thrust_lower_N,105,15.9163,9.527700000000001,6.67382,56.86336,1.5878,77.7694
rpm_lower,1050.0,power_total_W,105,230.65,89.78,159.394,1006.366,119.86,1203.45
rpm_lower,1050.0,CT_total,105,0.07789660974593919,0.0283327280299875,0.0501293527696793,0.3162625172844648,0.03714105789254477,0.3605543023740108
rpm_lower,1050.0,CP_total,105,0.03513202832153269,0.013675063961444633,0.0242784934848575,0.15328713988219192,0.018256773963229604,0.18330647944308917
rpm_lower,1050.0,interference_ratio,105,1.023069313460397,0.5724066577394274,0.419531226509288,1.663653816166,0.12860949788998777,1.7902698373857138
rpm_lower,1200.0,PLnorm,105,2.2557069261591294,0.28600683465715315,1.9756209420873763,2.7376793404423605,1.6296132026817947,2.9765370529104644
rpm_lower,1200.0,fom_total,105,0.51,0.16620000000000001,0.37482,0.94368,0.2335,1.0065
rpm_lower,1200.0,thrust_total_N,105,36.0923,13.669699999999999,22.90268,137.50235999999998,15.7991,156.6455
rpm_lower,1200.0,thrust_upper_N,105,13.1763,2.8569999999999993,10.5567,74.06088,9.8078,77.5251
rpm_lower,1200.0,thrust_lower_N,105,22.306,11.174600000000002,10.83432,66.85568,3.6583,90.4379
rpm_lower,1200.0,power_total_W,105,303.99,135.55999999999997,205.2,1269.67,154.92,1515.78
rpm_lower,1200.0,CT_total,105,0.07365775510204081,0.027897346938775505,0.04674016326530612,0.28061706122448976,0.03224306122448979,0.319684693877551
rpm_lower,1200.0,CP_total,105,0.031019387755102042,0.013832653061224488,0.02093877551020408,0.12955816326530611,0.01580816326530612,0.15467142857142857
rpm_lower,1200.0,interference_ratio,105,1.4056610718492344,0.802510907768313,0.5468515087829519,2.2169692912210675,0.3013228123352662,2.405963113987505
pitch_lower,0.3,PLnorm,175,1.950919596354167,0.686307140436764,1.282052780662408,2.672607911988854,1.0720185375901132,2.9765370529104644
pitch_lower,0.3,fom_total,175,0.4354,0.20029999999999992,0.28936999999999996,0.8996699999999999,0.2335,0.9859
pitch_lower,0.3,thrust_total_N,175,21.5908,15.41835,12.32679,99.76011999999996,9.6661,124.6524
pitch_lower,0.3,thrust_upper_N,175,13.3584,1.9901999999999997,11.47617,64.90841999999996,10.1165,77.5251
pitch_lower,0.3,thrust_lower_N,175,8.2755,13.09965,-0.17631999999999992,33.32831999999999,-2.4942,51.1652
pitch_lower,0.3,power_total_W,175,158.34,120.20499999999997,100.987,808.1059999999994,71.56,1043.18
pitch_lower,0.3,CT_total,175,0.08175595102040817,0.058169069137859214,0.04557415743440233,0.388467252244898,0.03224306122448979,0.5188089795918367
pitch_lower,0.3,CP_total,175,0.046719477551020405,0.059622086035580425,0.02284765306122449,0.21482266122448967,0.01580816326530612,0.3325142857142857
pitch_lower,0.3,interference_ratio,175,0.4433433323386679,0.5193140305426525,-0.013372218891099198,1.33795797711809,-0.19329639245166041,1.7631389758413587
pitch_lower,0.4,PLnorm,175,1.9677824234898378,0.5566807165915546,1.3464166845551333,2.5077205133386102,1.2328423722200545,2.682437889261515
pitch_lower,0.4,fom_total,175,0.4693,0.17659999999999998,0.34861,0.9548299999999997,0.316,1.0065
pitch_lower,0.4,thrust_total_N,175,24.8984,17.346600000000002,14.10528,115.77645999999996,10.9192,140.6154
pitch_lower,0.4,thrust_upper_N,175,13.3507,1.7545499999999983,11.46554,63.22281999999994,10.1994,76.5231
pitch_lower,0.4,thrust_lower_N,175,12.3034,15.975299999999997,1.37334,48.85955999999996,-0.2375,69.7607
pitch_lower,0.4,power_total_W,175,195.12,165.49,106.953,958.5429999999999,76.24,1236.28
pitch_lower,0.4,CT_total,175,0.09133097505668934,0.06002811791383218,0.05820583673469388,0.44205280653061213,0.05081306122448979,0.5884334693877551
pitch_lower,0.4,CP_total,175,0.05061485714285714,0.0579469387755102,0.026872868480725624,0.24710708244897955,0.019910204081632653,0.3705469387755102
pitch_lower,0.4,interference_ratio,175,0.7188845601804388,0.6614098990851607,0.10316375870941934,1.749527070955567,-0.018444453073428336,2.0690614552716013
pitch_lower,0.5,PLnorm,175,1.928658648053513,0.40396447410878467,1.3860740346817624,2.244453216953626,1.3261833538623964,2.3771725949878735
pitch_lower,0.5,fom_total,175,0.4772,0.13665000000000005,0.39213000000000003,0.95138,0.3712,1.0122
pitch_lower,0.5,thrust_total_N,175,28.9375,20.537950000000002,15.60951,131.72516,12.525,156.6455
pitch_lower,0.5,thrust_upper_N,175,13.3414,1.68525,11.477450000000001,61.363979999999955,9.5121,75.3765
pitch_lower,0.5,thrust_lower_N,175,15.7615,19.90535,2.7262500000000003,66.30412,1.5109,90.4379
pitch_lower,0.5,power_total_W,175,230.99,230.18,114.16199999999999,1142.013,84.06,1515.78
pitch_lower,0.5,CT_total,175,0.10258808163265305,0.0609384693877551,0.06870859683465222,0.4929377697959182,0.06031714285714285,0.6579885714285714
pitch_lower,0.5,CP_total,175,0.05700963265306123,0.05681662887377173,0.03376656763385626,0.28579505632653057,0.026739795918367348,0.4284326530612245
pitch_lower,0.5,interference_ratio,175,0.9685258865758194,0.8181511148861189,0.2141016568694137,2.0946007703589697,0.11324898436445949,2.405963113987505
